Loading required package: R.oo
Loading required package: R.methodsS3
R.methodsS3 v1.8.1 (2020-08-26 16:20:06 UTC) successfully loaded. See ?R.methodsS3 for help.
R.oo v1.24.0 (2020-08-26 16:11:58 UTC) successfully loaded. See ?R.oo for help.

Attaching package: ‘R.oo’

The following object is masked from ‘package:R.methodsS3’:

    throw

The following objects are masked from ‘package:methods’:

    getClasses, getMethods

The following objects are masked from ‘package:base’:

    attach, detach, load, save

R.utils v2.10.1 (2020-08-26 22:50:31 UTC) successfully loaded. See ?R.utils for help.

Attaching package: ‘R.utils’

The following object is masked from ‘package:utils’:

    timestamp

The following objects are masked from ‘package:base’:

    cat, commandArgs, getOption, inherits, isOpen, nullfile, parse,
    warnings

── Attaching packages ─────────────────────────────────────── tidyverse 1.3.0 ──
✔ ggplot2 3.3.2     ✔ purrr   0.3.4
✔ tibble  3.0.4     ✔ dplyr   1.0.2
✔ tidyr   1.1.2     ✔ stringr 1.4.0
✔ readr   1.4.0     ✔ forcats 0.5.0
── Conflicts ────────────────────────────────────────── tidyverse_conflicts() ──
✖ tidyr::extract() masks R.utils::extract()
✖ dplyr::filter()  masks stats::filter()
✖ dplyr::lag()     masks stats::lag()
Loading required package: future
[16:27:12.959] (0.000s => +0.001s) initiate: 0/1062 (+0) '' {clear=TRUE, enabled=TRUE, status=}
[16:27:21.982] (8.979s => +3.894s) update: 11/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0665.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:22.188] (9.229s => +3.697s) update: 12/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0731.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:22.189] (9.187s => +3.699s) update: 12/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0731.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:22.393] (9.434s => +3.458s) update: 13/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0798.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:22.394] (9.391s => +3.459s) update: 13/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0798.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:22.598] (9.639s => +3.327s) update: 14/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0864.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:22.599] (9.596s => +3.328s) update: 14/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0864.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:22.803] (9.844s => +3.130s) update: 15/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0931.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:22.804] (9.801s => +3.132s) update: 15/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0931.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:23.009] (10.050s => +2.909s) update: 16/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0997.xml' {clear=TRUE, enabled=TRUE, status=}
[16:27:23.010] (10.007s => +2.910s) update: 16/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0997.xml' {clear=TRUE, enabled=TRUE, status=}
[16:33:53.359] (400.400s => +2.506s) update: 17/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0334.xml' {clear=TRUE, enabled=TRUE, status=}
[16:33:53.361] (400.358s => +2.508s) update: 17/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0334.xml' {clear=TRUE, enabled=TRUE, status=}
[16:33:59.605] (406.646s => +0.201s) update: 18/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0201.xml' {clear=TRUE, enabled=TRUE, status=}
[16:33:59.606] (406.603s => +0.202s) update: 18/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0201.xml' {clear=TRUE, enabled=TRUE, status=}
[16:34:40.288] (447.329s => +0.261s) update: 19/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0467.xml' {clear=TRUE, enabled=TRUE, status=}
[16:34:40.290] (447.287s => +0.263s) update: 19/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0467.xml' {clear=TRUE, enabled=TRUE, status=}
[16:35:25.833] (492.874s => +3.110s) update: 20/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0134.xml' {clear=TRUE, enabled=TRUE, status=}
[16:35:25.835] (492.832s => +3.111s) update: 20/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0134.xml' {clear=TRUE, enabled=TRUE, status=}
[16:35:48.690] (515.731s => +1.252s) update: 21/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0002.xml' {clear=TRUE, enabled=TRUE, status=}
[16:35:48.694] (515.691s => +1.256s) update: 21/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0002.xml' {clear=TRUE, enabled=TRUE, status=}
[16:35:55.546] (522.587s => +2.259s) update: 22/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0068.xml' {clear=TRUE, enabled=TRUE, status=}
[16:35:55.547] (522.544s => +2.260s) update: 22/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0068.xml' {clear=TRUE, enabled=TRUE, status=}
[16:36:29.402] (556.443s => +3.071s) update: 23/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0267.xml' {clear=TRUE, enabled=TRUE, status=}
[16:36:29.403] (556.400s => +3.073s) update: 23/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0267.xml' {clear=TRUE, enabled=TRUE, status=}
[16:36:56.404] (583.445s => +0.215s) update: 24/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0400.xml' {clear=TRUE, enabled=TRUE, status=}
[16:36:56.405] (583.402s => +0.216s) update: 24/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0400.xml' {clear=TRUE, enabled=TRUE, status=}
[16:37:20.070] (607.111s => +1.791s) update: 25/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0533.xml' {clear=TRUE, enabled=TRUE, status=}
[16:37:20.071] (607.068s => +1.792s) update: 25/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0533.xml' {clear=TRUE, enabled=TRUE, status=}
[16:38:36.794] (683.835s => +3.134s) update: 26/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0599.xml' {clear=TRUE, enabled=TRUE, status=}
[16:38:36.796] (683.793s => +3.137s) update: 26/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0599.xml' {clear=TRUE, enabled=TRUE, status=}
[16:39:16.910] (723.951s => +1.289s) update: 27/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0666.xml' {clear=TRUE, enabled=TRUE, status=}
[16:39:16.911] (723.908s => +1.290s) update: 27/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0666.xml' {clear=TRUE, enabled=TRUE, status=}
[16:39:20.453] (727.494s => +1.487s) update: 28/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0732.xml' {clear=TRUE, enabled=TRUE, status=}
[16:39:20.454] (727.451s => +1.488s) update: 28/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0732.xml' {clear=TRUE, enabled=TRUE, status=}
[16:40:35.323] (802.364s => +0.241s) update: 29/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0202.xml' {clear=TRUE, enabled=TRUE, status=}
[16:40:35.324] (802.321s => +0.243s) update: 29/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0202.xml' {clear=TRUE, enabled=TRUE, status=}
[16:40:37.543] (804.584s => +2.307s) update: 30/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0932.xml' {clear=TRUE, enabled=TRUE, status=}
[16:40:37.548] (804.545s => +2.311s) update: 30/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0932.xml' {clear=TRUE, enabled=TRUE, status=}
[16:40:40.470] (807.511s => +2.583s) update: 31/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0799.xml' {clear=TRUE, enabled=TRUE, status=}
[16:40:40.472] (807.469s => +2.586s) update: 31/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0799.xml' {clear=TRUE, enabled=TRUE, status=}
[16:40:40.679] (807.720s => +2.383s) update: 32/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0865.xml' {clear=TRUE, enabled=TRUE, status=}
[16:40:40.680] (807.677s => +2.385s) update: 32/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0865.xml' {clear=TRUE, enabled=TRUE, status=}
[16:41:09.383] (836.424s => +0.660s) update: 33/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0468.xml' {clear=TRUE, enabled=TRUE, status=}
[16:41:09.384] (836.381s => +0.661s) update: 33/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0468.xml' {clear=TRUE, enabled=TRUE, status=}
[16:41:20.970] (848.011s => +1.122s) update: 34/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0998.xml' {clear=TRUE, enabled=TRUE, status=}
[16:41:20.971] (847.968s => +1.123s) update: 34/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0998.xml' {clear=TRUE, enabled=TRUE, status=}
[16:42:08.843] (895.884s => +1.184s) update: 35/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0335.xml' {clear=TRUE, enabled=TRUE, status=}
[16:42:08.846] (895.843s => +1.186s) update: 35/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0335.xml' {clear=TRUE, enabled=TRUE, status=}
[16:42:34.833] (921.874s => +2.275s) update: 36/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0135.xml' {clear=TRUE, enabled=TRUE, status=}
[16:42:34.834] (921.831s => +2.276s) update: 36/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0135.xml' {clear=TRUE, enabled=TRUE, status=}
[16:43:01.027] (948.068s => +2.383s) update: 37/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0003.xml' {clear=TRUE, enabled=TRUE, status=}
[16:43:01.029] (948.026s => +2.386s) update: 37/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0003.xml' {clear=TRUE, enabled=TRUE, status=}
[16:43:14.532] (961.573s => +0.904s) update: 38/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0069.xml' {clear=TRUE, enabled=TRUE, status=}
[16:43:14.534] (961.531s => +0.905s) update: 38/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0069.xml' {clear=TRUE, enabled=TRUE, status=}
[16:44:34.972] (1042.013s => +2.232s) update: 39/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0268.xml' {clear=TRUE, enabled=TRUE, status=}
[16:44:34.974] (1041.971s => +2.234s) update: 39/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0268.xml' {clear=TRUE, enabled=TRUE, status=}
[16:45:28.565] (1095.606s => +0.057s) update: 40/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0401.xml' {clear=TRUE, enabled=TRUE, status=}
[16:45:28.567] (1095.564s => +0.059s) update: 40/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0401.xml' {clear=TRUE, enabled=TRUE, status=}
[16:46:12.198] (1139.239s => +0.468s) update: 41/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0534.xml' {clear=TRUE, enabled=TRUE, status=}
[16:46:12.199] (1139.196s => +0.469s) update: 41/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0534.xml' {clear=TRUE, enabled=TRUE, status=}
[16:47:07.745] (1194.786s => +2.933s) update: 42/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0203.xml' {clear=TRUE, enabled=TRUE, status=}
[16:47:07.748] (1194.745s => +2.936s) update: 42/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0203.xml' {clear=TRUE, enabled=TRUE, status=}
[16:47:11.886] (1198.927s => +0.321s) update: 43/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0469.xml' {clear=TRUE, enabled=TRUE, status=}
[16:47:11.891] (1198.888s => +0.326s) update: 43/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0469.xml' {clear=TRUE, enabled=TRUE, status=}
[16:48:45.363] (1292.404s => +0.148s) update: 44/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0600.xml' {clear=TRUE, enabled=TRUE, status=}
[16:48:45.365] (1292.362s => +0.150s) update: 44/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0600.xml' {clear=TRUE, enabled=TRUE, status=}
[16:48:51.212] (1298.253s => +1.910s) update: 45/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0336.xml' {clear=TRUE, enabled=TRUE, status=}
[16:48:51.214] (1298.211s => +1.912s) update: 45/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0336.xml' {clear=TRUE, enabled=TRUE, status=}
[16:49:30.520] (1337.561s => +0.930s) update: 46/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0136.xml' {clear=TRUE, enabled=TRUE, status=}
[16:49:30.521] (1337.518s => +0.931s) update: 46/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0136.xml' {clear=TRUE, enabled=TRUE, status=}
[16:49:52.118] (1359.158s => +0.917s) update: 47/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0667.xml' {clear=TRUE, enabled=TRUE, status=}
[16:49:52.119] (1359.116s => +0.918s) update: 47/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0667.xml' {clear=TRUE, enabled=TRUE, status=}
[16:50:10.071] (1377.112s => +0.807s) update: 48/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0004.xml' {clear=TRUE, enabled=TRUE, status=}
[16:50:10.072] (1377.070s => +0.808s) update: 48/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0004.xml' {clear=TRUE, enabled=TRUE, status=}
[16:50:26.894] (1393.935s => +2.526s) update: 49/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0070.xml' {clear=TRUE, enabled=TRUE, status=}
[16:50:26.895] (1393.892s => +2.528s) update: 49/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0070.xml' {clear=TRUE, enabled=TRUE, status=}
[16:50:35.561] (1402.602s => +2.969s) update: 50/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0733.xml' {clear=TRUE, enabled=TRUE, status=}
[16:50:35.562] (1402.559s => +2.971s) update: 50/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0733.xml' {clear=TRUE, enabled=TRUE, status=}
[16:52:30.505] (1517.546s => +0.759s) update: 51/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0269.xml' {clear=TRUE, enabled=TRUE, status=}
[16:52:30.506] (1517.503s => +0.760s) update: 51/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0269.xml' {clear=TRUE, enabled=TRUE, status=}
[16:52:42.089] (1529.130s => +2.630s) update: 52/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0800.xml' {clear=TRUE, enabled=TRUE, status=}
[16:52:42.090] (1529.087s => +2.631s) update: 52/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0800.xml' {clear=TRUE, enabled=TRUE, status=}
[16:52:58.907] (1545.948s => +2.829s) update: 53/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0866.xml' {clear=TRUE, enabled=TRUE, status=}
[16:52:58.910] (1545.907s => +2.832s) update: 53/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0866.xml' {clear=TRUE, enabled=TRUE, status=}
[16:53:20.985] (1568.026s => +2.540s) update: 54/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0470.xml' {clear=TRUE, enabled=TRUE, status=}
[16:53:20.986] (1567.983s => +2.542s) update: 54/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0470.xml' {clear=TRUE, enabled=TRUE, status=}
[16:53:29.048] (1576.089s => +1.568s) update: 55/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0933.xml' {clear=TRUE, enabled=TRUE, status=}
[16:53:29.049] (1576.046s => +1.569s) update: 55/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0933.xml' {clear=TRUE, enabled=TRUE, status=}
[16:54:10.635] (1617.676s => +0.717s) update: 56/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0402.xml' {clear=TRUE, enabled=TRUE, status=}
[16:54:10.636] (1617.633s => +0.718s) update: 56/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0402.xml' {clear=TRUE, enabled=TRUE, status=}
[16:54:22.419] (1629.460s => +0.685s) update: 57/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0999.xml' {clear=TRUE, enabled=TRUE, status=}
[16:54:22.422] (1629.419s => +0.687s) update: 57/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0999.xml' {clear=TRUE, enabled=TRUE, status=}
[16:54:37.027] (1644.068s => +1.204s) update: 58/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0337.xml' {clear=TRUE, enabled=TRUE, status=}
[16:54:37.028] (1644.025s => +1.205s) update: 58/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0337.xml' {clear=TRUE, enabled=TRUE, status=}
[16:54:49.913] (1656.954s => +1.994s) update: 59/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0204.xml' {clear=TRUE, enabled=TRUE, status=}
[16:54:49.914] (1656.911s => +1.995s) update: 59/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0204.xml' {clear=TRUE, enabled=TRUE, status=}
[16:55:30.802] (1697.843s => +2.816s) update: 60/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0535.xml' {clear=TRUE, enabled=TRUE, status=}
[16:55:30.804] (1697.801s => +2.818s) update: 60/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0535.xml' {clear=TRUE, enabled=TRUE, status=}
[16:56:26.109] (1753.150s => +0.236s) update: 61/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0137.xml' {clear=TRUE, enabled=TRUE, status=}
[16:56:26.111] (1753.108s => +0.237s) update: 61/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0137.xml' {clear=TRUE, enabled=TRUE, status=}
[16:57:38.778] (1825.819s => +0.621s) update: 62/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0005.xml' {clear=TRUE, enabled=TRUE, status=}
[16:57:38.779] (1825.776s => +0.622s) update: 62/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0005.xml' {clear=TRUE, enabled=TRUE, status=}
[16:58:18.892] (1865.933s => +2.870s) update: 63/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0071.xml' {clear=TRUE, enabled=TRUE, status=}
[16:58:18.893] (1865.890s => +2.871s) update: 63/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0071.xml' {clear=TRUE, enabled=TRUE, status=}
[16:59:09.923] (1916.964s => +1.370s) update: 64/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0471.xml' {clear=TRUE, enabled=TRUE, status=}
[16:59:09.924] (1916.921s => +1.371s) update: 64/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0471.xml' {clear=TRUE, enabled=TRUE, status=}
[16:59:27.086] (1934.127s => +0.003s) update: 65/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0601.xml' {clear=TRUE, enabled=TRUE, status=}
[16:59:27.088] (1934.085s => +0.005s) update: 65/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0601.xml' {clear=TRUE, enabled=TRUE, status=}
[17:00:27.139] (1994.180s => +1.769s) update: 66/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0668.xml' {clear=TRUE, enabled=TRUE, status=}
[17:00:27.140] (1994.137s => +1.770s) update: 66/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0668.xml' {clear=TRUE, enabled=TRUE, status=}
[17:00:36.099] (2003.140s => +2.546s) update: 67/1062 (+1) 'data/raw/pubmed/xml/pubmed_baseline_2021/pubmed21n0338.xml' {clear=TRUE, enabled=TRUE, status=}
